"número","departamento","corporación","partido","nombre"
"103","magdalena","cámara","partido cambio radical","liliana rocio robles galofre"
"104","magdalena","cámara","partido cambio radical","carlos alberto carbonell alvarez"
"105","magdalena","cámara","partido cambio radical","fabian gerardo castillo suarez"
"101","magdalena","cámara","partido liberal colombiano","jaime enrique serrano perez"
"102","magdalena","cámara","partido liberal colombiano","efrain  lozano medina"
"103","magdalena","cámara","partido liberal colombiano","virginia segunda navarro lamadrid"
"104","magdalena","cámara","partido liberal colombiano","kelyn johana gonzalez duarte"
"105","magdalena","cámara","partido liberal colombiano","francisco jose porto infante"
"101","magdalena","cámara","partido alianza verde","hector julio pizarro pajaro"
"102","magdalena","cámara","partido alianza verde","lucy estela arguello campo"
"103","magdalena","cámara","partido alianza verde","jose luis castro perozo"
"104","magdalena","cámara","partido alianza verde","farides rafaela gonzalez cortez"
"105","magdalena","cámara","partido alianza verde","dolmedes enrique ortiz pacheco"
"101","magdalena","cámara","partido conservador colombiano","carlos nery lopez carbono"
"102","magdalena","cámara","partido conservador colombiano","edinso rafael porto rodriguez"
"103","magdalena","cámara","partido conservador colombiano","licet del carmen peñaranda peña"
"104","magdalena","cámara","partido conservador colombiano","darline maria gomez galofre"
"105","magdalena","cámara","partido conservador colombiano","david jose valencia campo"
"101","magdalena","cámara","partido opcion ciudadana","franklin del cristo lozano de la ossa"
"102","magdalena","cámara","partido opcion ciudadana","carlos enrique avila duran"
"103","magdalena","cámara","partido opcion ciudadana","stephanie  bruges martelo"
"104","magdalena","cámara","partido opcion ciudadana","gonzalo  cortes martinez"
"105","magdalena","cámara","partido opcion ciudadana","diana patricia salcedo orozco"
"101","meta","cámara","uribe centro democratico","fernando  sierra ramos"
"102","meta","cámara","uribe centro democratico","cesar augusto duque duque"
"103","meta","cámara","uribe centro democratico","guillermo eduardo fletcher velasco"
"101","meta","cámara","movimiento mira","pablo fernando grimaldos riveros"
"102","meta","cámara","movimiento mira","lorena andrea orozco erazo"
"103","meta","cámara","movimiento mira","wilson enrique rodriguez rodriguez"
"101","meta","cámara","partido conservador colombiano","marco  aurelio basto morales"
"102","meta","cámara","partido conservador colombiano","luis francisco villamil betancourt"
"103","meta","cámara","partido conservador colombiano","maria luisa roa palma"
"101","meta","cámara","partido polo democratico alternativo","timoteo  romero morales"
"102","meta","cámara","partido polo democratico alternativo","nestor   restrepo roldan"
"103","meta","cámara","partido polo democratico alternativo","carlos  eduardo cano  hernandez"
"101","meta","cámara","partido social de unidad nacional - partido de la u","jaime   rodriguez contreras"
"102","meta","cámara","partido social de unidad nacional - partido de la u","elda lucy contento sanz"
"103","meta","cámara","partido social de unidad nacional - partido de la u","juan  carlos mendoza rendon"
"101","meta","cámara","partido liberal colombiano","hugo orlando velasquez jaramillo"
"102","meta","cámara","partido liberal colombiano","angelo antonio villamil benavides"
"103","meta","cámara","partido liberal colombiano","tania  jaramillo garcia"
"101","meta","cámara","partido union patriotica - up","guillermo  francisco marquez caceres"
"102","meta","cámara","partido union patriotica - up","ramiro  trujillo arias"
"103","meta","cámara","partido union patriotica - up","william  gonzalez morales"
"101","narino","cámara","uribe centro democratico nariño","jose alfonso rosales osorio"
"102","narino","cámara","uribe centro democratico nariño","segundo sigifredo suarez achicaiza"
"103","narino","cámara","uribe centro democratico nariño","luis eghmad yamil rincon"
"104","narino","cámara","uribe centro democratico nariño","maria elena dueñas rosero"
"105","narino","cámara","uribe centro democratico nariño","marilyn geovanna merchancano lopez"
"101","narino","cámara","movimiento mira","amanda patricia montenegro coral"
"102","narino","cámara","movimiento mira","edith consuelo calpa cabrera"
"103","narino","cámara","movimiento mira","richard arturo velasquez rosero"
"104","narino","cámara","movimiento mira","dora lilia landazuri cortes"
"105","narino","cámara","movimiento mira","diego  buitrago ramirez"
"101","narino","cámara","partido opcion ciudadana","bayardo gilberto betancourt perez"
"102","narino","cámara","partido opcion ciudadana","jairo  gaviria bravo"
"103","narino","cámara","partido opcion ciudadana","piedad del carmen moreno cruz"
"104","narino","cámara","partido opcion ciudadana","marly andrea delgado pantoja"
"105","narino","cámara","partido opcion ciudadana","euler aldemar martinez rodriguez"
"101","narino","cámara","partido conservador colombiano","oscar fernando bravo realpe"
"102","narino","cámara","partido conservador colombiano","gloria amparo bolaños basante"
"103","narino","cámara","partido conservador colombiano","lucio enrique rodriguez chaves"
"105","narino","cámara","partido conservador colombiano","diela liliana benavides solarte"
"101","narino","cámara","partido social de unidad nacional - partido de la u","berner leon zambrano eraso"
"102","narino","cámara","partido social de unidad nacional - partido de la u","mario fernando benavides jimenez"
"103","narino","cámara","partido social de unidad nacional - partido de la u","julia margoth bolaños morillo"
"104","narino","cámara","partido social de unidad nacional - partido de la u","luz magaly gaitan moreno"
"105","narino","cámara","partido social de unidad nacional - partido de la u","jose maria moncayo rosero"
"101","narino","cámara","partido liberal colombiano","guillermo jorge diaz hidalgo"
"102","narino","cámara","partido liberal colombiano","sandra patricia reinel piedrahita"
"103","narino","cámara","partido liberal colombiano","hernan gustavo estupiñan calvache"
"104","narino","cámara","partido liberal colombiano","maria angelita estrada rodriguez"
"105","narino","cámara","partido liberal colombiano","neftali  correa diaz"
"101","narino","cámara","partido union patriotica - up","maria stella cepeda de dulcey"
"102","narino","cámara","partido union patriotica - up","elvia alejandrina bravo rosas"
"103","narino","cámara","partido union patriotica - up","luis ever bolaños timana"
"104","narino","cámara","partido union patriotica - up","luis alberto narvaez santacruz"
"105","narino","cámara","partido union patriotica - up","gerardo edmundo burbano sanson"
"201","narino","senado indígena","dignidades agropecuarias indigenas","alonso  valenzuela taramuel"
"101","norte de santande","cámara","uribe centro democratico","yesid  navas peñaranda"
"102","norte de santande","cámara","uribe centro democratico","laudelina  perez solano"
"103","norte de santande","cámara","uribe centro democratico","jorge enrique acevedo peñaloza"
"104","norte de santande","cámara","uribe centro democratico","efrain  ruiz antonio"
"105","norte de santande","cámara","uribe centro democratico","carmen rosa vega angarita"
"101","norte de santande","cámara","movimiento mira","jairo hernando leal jauregui"
"102","norte de santande","cámara","movimiento mira","nery rosa salamanca maldonado"
"103","norte de santande","cámara","movimiento mira","andrea alexandra ojeda perez"
"104","norte de santande","cámara","movimiento mira","jose gregorio botello ortega"
"101","norte de santande","cámara","partido polo democratico alternativo","pablo emilio martinez blanco"
"102","norte de santande","cámara","partido polo democratico alternativo","janeth  zamudio paredes"
"103","norte de santande","cámara","partido polo democratico alternativo","yesmina  vega ojeda"
"104","norte de santande","cámara","partido polo democratico alternativo","maria de la cruz fuentes calderon"
"105","norte de santande","cámara","partido polo democratico alternativo","marcelino  martinez gonzalez"
"101","norte de santande","cámara","partido conservador colombiano","juan carlos garcia gomez"
"102","norte de santande","cámara","partido conservador colombiano","clara milena santaella bedoya"
"103","norte de santande","cámara","partido conservador colombiano","ciro antonio rodriguez pinzon"
"104","norte de santande","cámara","partido conservador colombiano","estela  ropero sanchez"
"105","norte de santande","cámara","partido conservador colombiano","carlos eduardo leon celis"
"101","norte de santande","cámara","partido social de unidad nacional - partido de la u","wilmer ramiro carrillo mendoza"
"102","norte de santande","cámara","partido social de unidad nacional - partido de la u","juan pablo celis vergel"
"103","norte de santande","cámara","partido social de unidad nacional - partido de la u","belkys susana carvajal contreras"
"104","norte de santande","cámara","partido social de unidad nacional - partido de la u","javier  ortiz"
"105","norte de santande","cámara","partido social de unidad nacional - partido de la u","maria eugenia riascos rodriguez"
"101","norte de santande","cámara","partido alianza verde","alvaro  cristancho toscano"
"102","norte de santande","cámara","partido alianza verde","miguel angel herrera villacid"
"103","norte de santande","cámara","partido alianza verde","luis felipe guzman beltran"
"104","norte de santande","cámara","partido alianza verde","cleotilde  villamizar montes"
"105","norte de santande","cámara","partido alianza verde","yuleima  garcia infante"
"101","norte de santande","cámara","partido liberal colombiano","alejandro carlos chacon camargo"
"102","norte de santande","cámara","partido liberal colombiano","luis saniel peñaranda rolon"
"103","norte de santande","cámara","partido liberal colombiano","doris cecilia maturana gutierrez"
"104","norte de santande","cámara","partido liberal colombiano","sory anyull martinez parra"
"105","norte de santande","cámara","partido liberal colombiano","jose neftali santos ramirez"
"101","putumayo","cámara","uribe centro democratico","sandra jaqueline casanova tapia"
"102","putumayo","cámara","uribe centro democratico","isaias  arias aragon"
"103","putumayo","cámara","uribe centro democratico","jonathan  garcia mendez"
"101","putumayo","cámara","movimiento mira","darienzo alcid alvarez paz"
"102","putumayo","cámara","movimiento mira","clarisa  figueroa melguizo"
"103","putumayo","cámara","movimiento mira","william   pipi ramirez"
"101","putumayo","cámara","partido conservador colombiano","orlando anibal guerra  de la rosa"
"102","putumayo","cámara","partido conservador colombiano","raul guillermo saldarriaga guzman"
"103","putumayo","cámara","partido conservador colombiano","jorge  tobias arciniegas erazo"
"101","putumayo","cámara","partido social de unidad nacional - partido de la u","luis fernando ochoa zuluaga"
"102","putumayo","cámara","partido social de unidad nacional - partido de la u","carlos  olmedo  jimenez toro"
"103","putumayo","cámara","partido social de unidad nacional - partido de la u","franklin libardo benavides revelo"
"101","putumayo","cámara","partido liberal colombiano","argenis  velasquez ramirez"
"102","putumayo","cámara","partido liberal colombiano","miguel alirio rosero cisneros"
"103","putumayo","cámara","partido liberal colombiano","franco armando guerrero alban"
"101","putumayo","cámara","partido alianza verde","miller ervey velasco piamba"
"102","putumayo","cámara","partido alianza verde","victor hugo diaz orrego"
"103","putumayo","cámara","partido alianza verde","nelson  gonzalez marin"
"204","quindio","cámara indígena","embera chami del resguardo indigena  dachi agore drua","diego felipe urrea vanegas"
"101","quindio","cámara","uribe centro democratico","jose roberto garay giraldo"
"102","quindio","cámara","uribe centro democratico","jose jesus dominguez giraldo"
"103","quindio","cámara","uribe centro democratico","luz patricia hurtado alzate"
"101","quindio","cámara","movimiento blanco por la paz","rene antonio florez castellanos"
"102","quindio","cámara","movimiento blanco por la paz","maria nelly vasquez castaño"
"101","quindio","cámara","movimiento mira","aydee  lizarazo cubillos"
"102","quindio","cámara","movimiento mira","gabriel alexander beltran leguizamon"
"103","quindio","cámara","movimiento mira","martha liliana agudelo valencia"
"101","quindio","cámara","partido cambio radical","atilano alonso giraldo arboleda"
"102","quindio","cámara","partido cambio radical","jorge ricardo parra sepulveda"
"103","quindio","cámara","partido cambio radical","antonio  restrepo salazar"
"101","quindio","cámara","partido liberal colombiano","yolanda  duque naranjo"
"102","quindio","cámara","partido liberal colombiano","luciano  grisales londoño"
"103","quindio","cámara","partido liberal colombiano","jose manuel rios morales"
"101","quindio","cámara","partido social de unidad nacional - partido de la u","libardo antonio taborda castro"
"102","quindio","cámara","partido social de unidad nacional - partido de la u","william alberto ruiz duque"
"103","quindio","cámara","partido social de unidad nacional - partido de la u","ana milena jaramillo henao"
"101","quindio","cámara","partido polo democratico alternativo","dimas alberto arias lasso"
"102","quindio","cámara","partido polo democratico alternativo","gloria ines diaz ricaurte"
"103","quindio","cámara","partido polo democratico alternativo","edgar  martinez castillo"
"101","quindio","cámara","partido conservador colombiano","daniel alejandro ceballos del fresno"
"102","quindio","cámara","partido conservador colombiano","julian  serna giraldo"
"103","quindio","cámara","partido conservador colombiano","angela maria marin valencia"
"101","quindio","cámara","partido alianza verde","gonzalo  osorio toro"
"102","quindio","cámara","partido alianza verde","ancizar  ruiz ceballos"
"103","quindio","cámara","partido alianza verde","jhonatan  obando ramirez"
"102","risaralda","cámara","uribe centro democratico","alejandro  alvarez angel"
"103","risaralda","cámara","uribe centro democratico","luis alfonso castaño rodriguez"
"104","risaralda","cámara","uribe centro democratico","carlos ariel jimenez avellaneda"
"101","risaralda","cámara","movimiento mira","martha cecilia alzate alzate"
"102","risaralda","cámara","movimiento mira","faunier antonio villada betancourt"
"103","risaralda","cámara","movimiento mira","hector jaime cano soto"
"104","risaralda","cámara","movimiento mira","german eduardo londoño lopez"
"101","risaralda","cámara","partido conservador colombiano","mauricio  salazar pelaez"
"102","risaralda","cámara","partido conservador colombiano","cesar augusto franco arbelaez"
"103","risaralda","cámara","partido conservador colombiano","diego alberto naranjo escobar"
"104","risaralda","cámara","partido conservador colombiano","juan carlos rivera peña"
"101","risaralda","cámara","partido liberal colombiano","diego  patiño amariles"
"102","risaralda","cámara","partido liberal colombiano","alberto de jesus arias davila"
"103","risaralda","cámara","partido liberal colombiano","herman de jesus calvo pulgarin"
"104","risaralda","cámara","partido liberal colombiano","monica patricia botero montoya"
"101","risaralda","cámara","partido social de unidad nacional - partido de la u","israel alberto londoño londoño"
"102","risaralda","cámara","partido social de unidad nacional - partido de la u","luis enrique saldarriaga londoño"
"103","risaralda","cámara","partido social de unidad nacional - partido de la u","didier  burgos ramirez"
"104","risaralda","cámara","partido social de unidad nacional - partido de la u","martha elena bedoya rendon"
"101","risaralda","cámara","partido polo democratico alternativo","luz adriana gonzalez correa"
"102","risaralda","cámara","partido polo democratico alternativo","antonio de jesus guevara betancur"
"103","risaralda","cámara","partido polo democratico alternativo","dario  montañez gomez"
"104","risaralda","cámara","partido polo democratico alternativo","carlos mario marin ossa"
"101","risaralda","cámara","partido cambio radical","juan carlos rios correa"
"102","risaralda","cámara","partido cambio radical","martin  ramirez marin"
"103","risaralda","cámara","partido cambio radical","jorge hernan alzate gomez"
"104","risaralda","cámara","partido cambio radical","paola andrea nieto londoño"
"101","risaralda","cámara","partido alianza verde","jose silvio mesa idarraga"
"104","risaralda","cámara","partido alianza verde","francisco elider valencia valencia"
"101","san andres","cámara","movimiento de integracion regional","julio eugenio gallardo archbold"
"102","san andres","cámara","movimiento de integracion regional","olga lucia olsen vasquez"
"103","san andres","cámara","movimiento de integracion regional","antony jose rada meza"
"101","san andres","cámara","movimiento mira","jose antonio pamplona jimenez"
"101","san andres","cámara","partido liberal colombiano","jack  housni jaller"
"102","san andres","cámara","partido liberal colombiano","lindsay carlos bent  llerena"
"103","san andres","cámara","partido liberal colombiano","idania mirella sjogreen brown"
"101","san andres","cámara","partido social de unidad nacional - partido de la u","maria teresa uribe bent"
"102","san andres","cámara","partido social de unidad nacional - partido de la u","juan fernando  lazaro  correal  carrillo"
"103","san andres","cámara","partido social de unidad nacional - partido de la u","philip  martin huffington archbold"
"101","san andres","cámara","partido opcion ciudadana","cordell ivan nicholson carlson"
"102","san andres","cámara","partido opcion ciudadana","hector  antonio hernandez quintana"
"101","san andres","cámara","partido cambio radical","ligia  rojas lobo"
"102","san andres","cámara","partido cambio radical","katia elena outten lynton"
"103","san andres","cámara","partido cambio radical","eduardo  jose arenas  sinisterra"
"101","santander","cámara","uribe centro democratico","johana  chaves garcia"
"102","santander","cámara","uribe centro democratico","maria isabel ballesteros mayorga"
"103","santander","cámara","uribe centro democratico","gloria milena rey torres"
"105","santander","cámara","uribe centro democratico","gustavo  afanador severiche"
"107","santander","cámara","uribe centro democratico","marcos yohan diaz barrera"
"101","santander","cámara","partido cambio radical","ciro  fernandez nuñez"
"102","santander","cámara","partido cambio radical","helver fernando sanchez suarez"
"103","santander","cámara","partido cambio radical","nelsa  medrano rada"
"104","santander","cámara","partido cambio radical","claudia rocio rodriguez pinzon"
"105","santander","cámara","partido cambio radical","jorge armando navas granados"
"106","santander","cámara","partido cambio radical","victor manuel camacho camargo"
"107","santander","cámara","partido cambio radical","alba luz vega rodriguez"
"101","santander","cámara","movimiento mira","carmen elisa balaguera reyes"
"102","santander","cámara","movimiento mira","rafael leonardo granados cardenas"
"103","santander","cámara","movimiento mira","yolanda  quiñonez chacon"
"104","santander","cámara","movimiento mira","jairo  pinzon villabona"
"105","santander","cámara","movimiento mira","lady mayerly serrano gomez"
"106","santander","cámara","movimiento mira","manuel de jesus lopez mateus"
"107","santander","cámara","movimiento mira","secundino antonio cardenas perez"
"101","santander","cámara","partido conservador colombiano","carlos  plata castilla"
"102","santander","cámara","partido conservador colombiano","lina maria barrera rueda"
"103","santander","cámara","partido conservador colombiano","mabel  mosquera mena"
"104","santander","cámara","partido conservador colombiano","janeth  torres chacon"
"105","santander","cámara","partido conservador colombiano","alirio enrique sotomonte motta"
"106","santander","cámara","partido conservador colombiano","carlos arturo santoyo becerra"
"107","santander","cámara","partido conservador colombiano","dario arnaldo vasquez rocha"
"101","santander","cámara","partido opcion ciudadana","ricardo  florez rueda"
"102","santander","cámara","partido opcion ciudadana","maria eugenia triana vargas"
"103","santander","cámara","partido opcion ciudadana","maria jackeline noratto hernandez"
"104","santander","cámara","partido opcion ciudadana","oscar leonardo villamizar meneses"
"105","santander","cámara","partido opcion ciudadana","ana de dios tarazona garcia"
"106","santander","cámara","partido opcion ciudadana","celestino  mojica peña"
"107","santander","cámara","partido opcion ciudadana","fredy antonio anaya martinez"
"101","santander","cámara","partido polo democratico alternativo","omar  acevedo ramirez"
"102","santander","cámara","partido polo democratico alternativo","dario de jesus torres gomez"
"103","santander","cámara","partido polo democratico alternativo","elkin alejandro beltran jerez"
"104","santander","cámara","partido polo democratico alternativo","monica liliana lopez lizcano"
"105","santander","cámara","partido polo democratico alternativo","ricardo andres eslava nino"
"106","santander","cámara","partido polo democratico alternativo","diana  rios gil"
"107","santander","cámara","partido polo democratico alternativo","priscila  angulo porras"
"101","santander","cámara","partido social de unidad nacional - partido de la u","gerardo  tamayo tamayo"
"102","santander","cámara","partido social de unidad nacional - partido de la u","adela  peña fuentes"
"103","santander","cámara","partido social de unidad nacional - partido de la u","olga  niño rojas"
"104","santander","cámara","partido social de unidad nacional - partido de la u","felix eduardo martinez vargas"
"105","santander","cámara","partido social de unidad nacional - partido de la u","ludwing  mantilla castro"
"106","santander","cámara","partido social de unidad nacional - partido de la u","beatriz ines puyana mejia"
"107","santander","cámara","partido social de unidad nacional - partido de la u","hector  murillo"
"101","santander","cámara","partido alianza verde","jairo claret puente bruges"
"102","santander","cámara","partido alianza verde","maria luisa alvarez monsalve"
"103","santander","cámara","partido alianza verde","javier fernando amador palomino"
"104","santander","cámara","partido alianza verde","maria  ardila montes"
"105","santander","cámara","partido alianza verde","edgar solier millares escamilla"
"106","santander","cámara","partido alianza verde","ingrid yadira arenas sanabria"
"107","santander","cámara","partido alianza verde","orlando  beltran quesada"
"101","santander","cámara","partido liberal colombiano","edgar alfonso gomez roman"
"102","santander","cámara","partido liberal colombiano","jorge eliecer gomez villamizar"
"103","santander","cámara","partido liberal colombiano","miguel angel pinto hernandez"
"104","santander","cámara","partido liberal colombiano","omaida  cueto barragan"
"105","santander","cámara","partido liberal colombiano","deyanira  ardila gonzalez"
"106","santander","cámara","partido liberal colombiano","martha elena castro marquez"
"107","santander","cámara","partido liberal colombiano","salvador  rincon santos"
"101","santander","cámara","movimiento politico cien por ciento por colombia","jesus  diaz vera"
"102","santander","cámara","movimiento politico cien por ciento por colombia","carlos eduardo sarmiento sarmiento"
"103","santander","cámara","movimiento politico cien por ciento por colombia","fabio eduardo diaz maldonado"
"104","santander","cámara","movimiento politico cien por ciento por colombia","ligia azucena gomez valenzuela"
"105","santander","cámara","movimiento politico cien por ciento por colombia","sandra mayerly gonzalez peña"
"106","santander","cámara","movimiento politico cien por ciento por colombia","wilmer alexander uribe fernandez"
"101","sucre","cámara","uribe centro democratico","jackie  arroyo sierra"
"102","sucre","cámara","uribe centro democratico","alvaro eduardo lopez herrera"
"101","sucre","cámara","partido opcion ciudadana","eduardo enrique perez santos"
"102","sucre","cámara","partido opcion ciudadana","pedro leon moreno sierra"
"103","sucre","cámara","partido opcion ciudadana","daniel alberto piedrahita nuñez"
"101","sucre","cámara","movimiento mira","amira beatriz pacheco romero"
"102","sucre","cámara","movimiento mira","maria teresa aguirre vargas"
"103","sucre","cámara","movimiento mira","eduardo antonio martinez blanco"
"102","sucre","cámara","partido conservador colombiano","oscar alfonso acuña pabuena"
"103","sucre","cámara","partido conservador colombiano","jorge luis mendoza barrios"
"104","sucre","cámara","partido conservador colombiano","javier jose vergara hernandez"
"101","sucre","cámara","partido liberal colombiano","lee jason agudelo salazar"
"102","sucre","cámara","partido liberal colombiano","victor emiro martinez hernandez"
"103","sucre","cámara","partido liberal colombiano","lisandro  meza marquez"
"104","sucre","cámara","partido liberal colombiano","carlos angel fajardo cardozo"
"101","sucre","cámara","partido union patriotica - up","jorge ulises velasquez almanza"
"102","sucre","cámara","partido union patriotica - up","carmenza sofia urzola marquez"
"103","sucre","cámara","partido union patriotica - up","argemiro manuel lara barreto"
"104","sucre","cámara","partido union patriotica - up","rafael enrique acosta carboneros"
"101","sucre","cámara","movimiento politico cien por ciento por colombia","yahir fernando acuña cardales"
"102","sucre","cámara","movimiento politico cien por ciento por colombia","candelaria patricia rojas vergara"
"103","sucre","cámara","movimiento politico cien por ciento por colombia","jose carlos mizger pacheco"
"104","sucre","cámara","movimiento politico cien por ciento por colombia","erwin eliazar fernandez caraballo"
"101","sucre","cámara","partido polo democratico alternativo","edgar francisco imbett ricardo"
"103","sucre","cámara","partido polo democratico alternativo","dolores maria barrios lopez"
"104","sucre","cámara","partido polo democratico alternativo","tulio de jesus alvarez gonzalez"
"101","sucre","cámara","movimiento de inclusion y oportunidades - mio","julio cesar jarava diaz"
"102","sucre","cámara","movimiento de inclusion y oportunidades - mio","julio anderson alvarez month"
"103","sucre","cámara","movimiento de inclusion y oportunidades - mio","william  martinez perez"
"101","sucre","cámara","partido social de unidad nacional - partido de la u","nicolas daniel guerrero montaño"
"102","sucre","cámara","partido social de unidad nacional - partido de la u","melquiades  atencia gomez"
"103","sucre","cámara","partido social de unidad nacional - partido de la u","andres eduardo gomez martinez"
"101","sucre","cámara","partido alianza verde","lilia isabel acosta perez"
"102","sucre","cámara","partido alianza verde","cesar del cristo castro arrieta"
"103","sucre","cámara","partido alianza verde","pedro luis palmera cantero"
"104","sucre","cámara","partido alianza verde","diego rafael gonzalez silgado"
"101","tolima","cámara","uribe centro democratico","francisco jose mejia sendoya"
"102","tolima","cámara","uribe centro democratico","pierre eugenio garcia jacquier"
"103","tolima","cámara","uribe centro democratico","betty dolores morad torres"
"104","tolima","cámara","uribe centro democratico","herbert orlando cabrejo carvajal"
"105","tolima","cámara","uribe centro democratico","ana maria nuñez henao"
"106","tolima","cámara","uribe centro democratico","carlos  andres perez villarreal"
"101","tolima","cámara","movimiento mira","erika maria ramos davila"
"102","tolima","cámara","movimiento mira","carlos andres ramirez rey"
"103","tolima","cámara","movimiento mira","graciela  rodriguez gomez"
"104","tolima","cámara","movimiento mira","jose alirio rodriguez sierra"
"105","tolima","cámara","movimiento mira","olga ines pinilla marin"
"106","tolima","cámara","movimiento mira","nicolas leonardo trujillo giraldo"
"101","tolima","cámara","partido cambio radical","juan carlos tamayo salas"
"102","tolima","cámara","partido cambio radical","juan guillermo beltran amortegui"
"103","tolima","cámara","partido cambio radical","carolina  rodriguez de alvarez"
"104","tolima","cámara","partido cambio radical","mercedes  ibarra vargas"
"105","tolima","cámara","partido cambio radical","elia patricia olaya moncaleano"
"106","tolima","cámara","partido cambio radical","juan vicente espinosa reyes"
"101","tolima","cámara","partido conservador colombiano","jose elver  hernandez casas"
"102","tolima","cámara","partido conservador colombiano","alfredo  bocanegra varon"
"103","tolima","cámara","partido conservador colombiano","francy janeth perez"
"104","tolima","cámara","partido conservador colombiano","marta lucia homez vanegas"
"105","tolima","cámara","partido conservador colombiano","miguel angel barreto castillo"
"106","tolima","cámara","partido conservador colombiano","hernando  cardenas cardoso"
"101","tolima","cámara","partido polo democratico alternativo","nubia  flor russi"
"102","tolima","cámara","partido polo democratico alternativo","ricardo  varon"
"103","tolima","cámara","partido polo democratico alternativo","martha ligia arias albino"
"104","tolima","cámara","partido polo democratico alternativo","leonel  homez ortiz"
"105","tolima","cámara","partido polo democratico alternativo","pedro antonio caro camacho"
"106","tolima","cámara","partido polo democratico alternativo","javier alexander salinas lucero"
"101","tolima","cámara","partido liberal colombiano","ruben dario rodriguez gongora"
"102","tolima","cámara","partido liberal colombiano","jorge eduardo casabianca prada"
"103","tolima","cámara","partido liberal colombiano","angel maria gaitan pulido"
"104","tolima","cámara","partido liberal colombiano","hernando  alvarez urueña"
"105","tolima","cámara","partido liberal colombiano","carmen sofia bonilla martinez"
"106","tolima","cámara","partido liberal colombiano","silvia cristina ortiz agudelo"
"101","tolima","cámara","partido alianza verde","jairo alberto acosta pava"
"102","tolima","cámara","partido alianza verde","rafael  elias moreno lizcano"
"103","tolima","cámara","partido alianza verde","maribel  navarro muñoz"
"104","tolima","cámara","partido alianza verde","maribel  lopez  quintero"
"105","tolima","cámara","partido alianza verde","israel  otalora arias"
"106","tolima","cámara","partido alianza verde","freddy humberto perez suarez"
"101","tolima","cámara","partido social de unidad nacional - partido de la u","jaime armando yepes martinez"
"102","tolima","cámara","partido social de unidad nacional - partido de la u","arcadio jose almansa iglesias"
"103","tolima","cámara","partido social de unidad nacional - partido de la u","hector hernando hincapie carvajal"
"104","tolima","cámara","partido social de unidad nacional - partido de la u","mery yaneth ramirez mahecha"
"105","tolima","cámara","partido social de unidad nacional - partido de la u","luz marina rojas triana"
"106","tolima","cámara","partido social de unidad nacional - partido de la u","carlos edward osorio aguiar"
"101","tolima","cámara","partido union patriotica - up","alirio  urrego mesa"
"102","tolima","cámara","partido union patriotica - up","nelson hernando moreno angulo"
"104","tolima","cámara","partido union patriotica - up","lily  ipuz medina"
"301","valle","cámara afro","fundacion afrocolombianos en accion","norfalia  carabali villegas"
"302","valle","cámara afro","fundacion afrocolombianos en accion","johnn harold lozano prado"
"303","valle","cámara afro","fundacion afrocolombianos en accion","john mauricio mina mera"
"301","valle","cámara afro","los palenkes - bellavista - ch","hamilson  aragon renteria"
"302","valle","cámara afro","los palenkes - bellavista - ch","mary  luz ante orobio"
"303","valle","cámara afro","los palenkes - bellavista - ch","jairo ruben quiñones"
"301","valle","cámara afro","fundacion intensidad - fundain","robert  arrechea torres"
"302","valle","cámara afro","fundacion intensidad - fundain","darling tatiana murillo agrace"
"303","valle","cámara afro","fundacion intensidad - fundain","gerson  perea castillo"
"301","valle","cámara afro","asoconegua","brasilia  romero sinisterra"
"302","valle","cámara afro","asoconegua","martin gerardo tobar vidal"
"303","valle","cámara afro","asoconegua","mardionys de jesus ramos acosta"
"301","valle","cámara afro","asociacion colombiana de entrenadores deportivos y profesionales -asodeportes","maria  isabel urrutia ocoro"
"302","valle","cámara afro","asociacion colombiana de entrenadores deportivos y profesionales -asodeportes","jorge isaac aramburo garcia"
"303","valle","cámara afro","asociacion colombiana de entrenadores deportivos y profesionales -asodeportes","adriano  granja delgado"
"301","valle","cámara afro","organizacion etnicacomunitaria afro colombiana - oeca","davinson  caicedo montaño"
"302","valle","cámara afro","organizacion etnicacomunitaria afro colombiana - oeca","cristobal  moreno palacios"
"301","valle","cámara afro","fundacion para el desarrollo de la cuenca del pacifico colombiano","camilo  obando  angulo"
"302","valle","cámara afro","fundacion para el desarrollo de la cuenca del pacifico colombiano","luis milton castillo quiñonez"
"303","valle","cámara afro","fundacion para el desarrollo de la cuenca del pacifico colombiano","ruth daly valentierra castro"
"301","valle","cámara afro","movimiento afrocolombiano socioambientalista macoas","jesus antonio ruiz saa"
"301","valle","cámara afro","consejo comunitario de los corregimientos de san antonio y el castillo","gustavo adolfo prado cardona"
"302","valle","cámara afro","consejo comunitario de los corregimientos de san antonio y el castillo","ivan jesus rodriguez vargas"
"303","valle","cámara afro","consejo comunitario de los corregimientos de san antonio y el castillo","vanessa alexandra mendoza bustos"
"101","valle","cámara","uribe centro democratico","carlos alberto cuero valencia"
"102","valle","cámara","uribe centro democratico","luis fernando agudelo londoño"
"103","valle","cámara","uribe centro democratico","mario  pelaez soto"
"104","valle","cámara","uribe centro democratico","maria del carmen ramirez delgado"
"105","valle","cámara","uribe centro democratico","juan  jose castro zarzur"
"106","valle","cámara","uribe centro democratico","luis bernardo hoyos millan"
"107","valle","cámara","uribe centro democratico","zoraida  santacruz mina"
"108","valle","cámara","uribe centro democratico","robinson  gonzalez gonzalez"
