"número","departamento","corporación","partido","nombre"
"102","caqueta","cámara","partido liberal colombiano","lucrecia  murcia lozada"
"103","caqueta","cámara","partido liberal colombiano","pablo andres alvarez vega"
"101","casanare","cámara","uribe centro democratico","rubiel  elias  vargas  pinto"
"102","casanare","cámara","uribe centro democratico","melquisedec  tejada  jimenez"
"101","casanare","cámara","movimiento mira","jose  daniel  jurado  herrera"
"102","casanare","cámara","movimiento mira","sandra  milena  camargo  cuevas"
"103","casanare","cámara","movimiento mira","dario  estrada velandia"
"101","casanare","cámara","partido social de unidad nacional - partido de la u","rodrigo  alberto  chaparro gomez"
"102","casanare","cámara","partido social de unidad nacional - partido de la u","migsi dianey perez  oropeza"
"103","casanare","cámara","partido social de unidad nacional - partido de la u","jose  eduardo velandia otalora"
"101","casanare","cámara","movimiento politico cien por ciento por colombia","jose  rodolfo perez suarez"
"102","casanare","cámara","movimiento politico cien por ciento por colombia","john eduardo molina  figueroa"
"103","casanare","cámara","movimiento politico cien por ciento por colombia","oscar  reinaldo  gomez  peñaloza"
"101","casanare","cámara","partido opcion ciudadana","jairo humberto gonzalez saavedra"
"102","casanare","cámara","partido opcion ciudadana","jhon kennedy wilchez  carreño"
"103","casanare","cámara","partido opcion ciudadana","oswaldo   bernal  gonzalez"
"101","casanare","cámara","partido liberal colombiano","jorge  camilo  abril  tarache"
"102","casanare","cámara","partido liberal colombiano","lilian  fernanda  salcedo  restrepo"
"103","casanare","cámara","partido liberal colombiano","manuel  enrique  albarracin"
"101","casanare","cámara","partido cambio radical","camilo  andres  abril  jaimes"
"102","casanare","cámara","partido cambio radical","irma  parra gaitan"
"103","casanare","cámara","partido cambio radical","rodrigo  roa pineda"
"101","casanare","cámara","partido polo democratico alternativo","gilberto  adolfo  vargas  laverde"
"102","casanare","cámara","partido polo democratico alternativo","freddy  mauricio  cardenas  cardenas"
"101","cauca","cámara","uribe centro democratico","eduardo jose gonzalez angulo"
"102","cauca","cámara","uribe centro democratico","raul  vernaza garces"
"103","cauca","cámara","uribe centro democratico","german alonso sarria orozco"
"104","cauca","cámara","uribe centro democratico","jose manuel campo lopez"
"101","cauca","cámara","movimiento mira","elvia rocio cuenca bonilla"
"102","cauca","cámara","movimiento mira","sabino  garcia palechor"
"103","cauca","cámara","movimiento mira","lino serjain carvajal ordoñez"
"104","cauca","cámara","movimiento mira","marcelly  casso ulcue"
"101","cauca","cámara","partido conservador colombiano","esmeralda  sarria villa"
"102","cauca","cámara","partido conservador colombiano","jose  guillermo maya garzon"
"103","cauca","cámara","partido conservador colombiano","esau  perafan perez"
"104","cauca","cámara","partido conservador colombiano","cecilia  acosta de muñoz"
"101","cauca","cámara","partido liberal colombiano","crisanto  pisso mazabuel"
"102","cauca","cámara","partido liberal colombiano","victor libardo ramirez fajardo"
"103","cauca","cámara","partido liberal colombiano","carlos julio bonilla soto"
"104","cauca","cámara","partido liberal colombiano","hermogenes  obando hoyos"
"101","cauca","cámara","partido union patriotica - up","oscar  gerardo salazar muñoz"
"102","cauca","cámara","partido union patriotica - up","edgar  mora arcos"
"103","cauca","cámara","partido union patriotica - up","maria victoria diaz montenegro"
"104","cauca","cámara","partido union patriotica - up","hugo  oviedo parra"
"101","cauca","cámara","partido social de unidad nacional - partido de la u","john jairo cardenas moran"
"102","cauca","cámara","partido social de unidad nacional - partido de la u","rosalba  joaqui joaqui"
"103","cauca","cámara","partido social de unidad nacional - partido de la u","guido alberto garzon ortega"
"104","cauca","cámara","partido social de unidad nacional - partido de la u","faber alberto muñoz ceron"
"101","cauca","cámara","partido polo democratico alternativo","luis alonso osorio ramirez"
"102","cauca","cámara","partido polo democratico alternativo","fabio  dorado gomez"
"103","cauca","cámara","partido polo democratico alternativo","diego  maca yandis"
"104","cauca","cámara","partido polo democratico alternativo","yuler james gallego bedoya"
"101","cauca","cámara","partido alianza verde","amarildo  correa obando"
"102","cauca","cámara","partido alianza verde","oscar  ospina quintero"
"103","cauca","cámara","partido alianza verde","rangel giovani yule zape"
"104","cauca","cámara","partido alianza verde","luis gabriel chica bolaños"
"101","cauca","cámara","partido cambio radical","carlos gabriel quinonez quintero"
"102","cauca","cámara","partido cambio radical","fabian alonso hurtado garzon"
"104","cauca","cámara","partido cambio radical","emiro  alirio vidales zuñiga"
"301","cesar","cámara afro","fundacion esperanza afro esafro","maria lyd yalu perea henriquez"
"302","cesar","cámara afro","fundacion esperanza afro esafro","martin alonso caicedo carabali"
"303","cesar","cámara afro","fundacion esperanza afro esafro","luis evelio moreno asprilla"
"101","cesar","cámara","uribe centro democratico","anibal jose ariza orozco"
"102","cesar","cámara","uribe centro democratico","yalile yaneth perez oñate"
"103","cesar","cámara","uribe centro democratico","jorge alberto maestre maya"
"104","cesar","cámara","uribe centro democratico","william francisco restrepo sierra"
"101","cesar","cámara","movimiento mira","jose  gregorio zapata miranda"
"102","cesar","cámara","movimiento mira","margarita  hernandez ariza"
"103","cesar","cámara","movimiento mira","diana patricia nier ortiz"
"104","cesar","cámara","movimiento mira","isel josefa zuñiga nuñez"
"101","cesar","cámara","partido liberal colombiano","andres arturo fernandez cerchiaro"
"102","cesar","cámara","partido liberal colombiano","jader  fonseca jalkh"
"103","cesar","cámara","partido liberal colombiano","basilio  padilla vasquez"
"104","cesar","cámara","partido liberal colombiano","nerio jose alvis barranco"
"101","cesar","cámara","partido social de unidad nacional - partido de la u","gustavo adolfo guerra añez"
"102","cesar","cámara","partido social de unidad nacional - partido de la u","davianys lisbeth vargas suarez"
"103","cesar","cámara","partido social de unidad nacional - partido de la u","edwin alberto lizarazo polo"
"104","cesar","cámara","partido social de unidad nacional - partido de la u","christian jose moreno villamizar"
"101","cesar","cámara","partido polo democratico alternativo","rafael  escalona tovar"
"102","cesar","cámara","partido polo democratico alternativo","javier elias martinez cabello"
"103","cesar","cámara","partido polo democratico alternativo","jose jaime padilla olivella"
"104","cesar","cámara","partido polo democratico alternativo","jairo alfredo zalabata torres"
"101","cesar","cámara","partido opcion ciudadana","fernando  de la peña marquez"
"102","cesar","cámara","partido opcion ciudadana","yesit evaristo carcamo capera"
"103","cesar","cámara","partido opcion ciudadana","jose  molina caviedes"
"104","cesar","cámara","partido opcion ciudadana","alvaro jesus castro castro"
"101","cesar","cámara","partido conservador colombiano","alfredo ape cuello baute"
"102","cesar","cámara","partido conservador colombiano","jose alejandro fuentes rodado"
"103","cesar","cámara","partido conservador colombiano","eduardo  dangond castro"
"104","cesar","cámara","partido conservador colombiano","ricardo fidelio quintero baute"
"101","cesar","cámara","partido union patriotica - up","dairo  bayona ramirez"
"101","cesar","cámara","partido cambio radical","eloy chichi quintero romero"
"102","cesar","cámara","partido cambio radical","ricardo mabel iguaran aguilar"
"103","cesar","cámara","partido cambio radical","edward enrique ochoa diaz"
"104","cesar","cámara","partido cambio radical","luis dorian quintero ballesteros"
"101","choco","cámara","movimiento mira","elkin  salas chaverra"
"102","choco","cámara","movimiento mira","maria nayiver murillo murillo"
"103","choco","cámara","movimiento mira","rosa helena ruiz echeverry"
"101","choco","cámara","partido liberal colombiano","maria de jesus mosquera renteria"
"102","choco","cámara","partido liberal colombiano","nilton  cordoba manyoma"
"103","choco","cámara","partido liberal colombiano","jesus alberto mosquera perea"
"101","choco","cámara","partido social de unidad nacional - partido de la u","jose bernardo florez asprilla"
"102","choco","cámara","partido social de unidad nacional - partido de la u","rafael fernando montoya montoya"
"103","choco","cámara","partido social de unidad nacional - partido de la u","melania  valois lozano"
"101","choco","cámara","partido conservador colombiano","ariel antonio quinto murillo"
"102","choco","cámara","partido conservador colombiano","eduar eccehomo torres mosquera"
"103","choco","cámara","partido conservador colombiano","pedro nel escobar cordoba"
"101","choco","cámara","partido cambio radical","delcin  bejarano pinilla"
"102","choco","cámara","partido cambio radical","elizabeth  kury moreno"
"103","choco","cámara","partido cambio radical","homero ariel hinestroza branca"
"401","consulados","cámara","movimiento mira","jorge  muñoz zapata"
"402","consulados","cámara","movimiento mira","ana paola agudelo garcia"
"403","consulados","cámara","movimiento mira","hector fabio uribe ospina"
"401","consulados","cámara","partido conservador colombiano","zoilo cesar nieto diaz"
"402","consulados","cámara","partido conservador colombiano","martha  acevedo cardenas"
"403","consulados","cámara","partido conservador colombiano","carmen cecilia caballero villa"
"401","consulados","cámara","partido opcion ciudadana","jose ranses diaz leon"
"401","consulados","cámara","partido social de unidad nacional - partido de la u","jaime  buenahora febres"
"402","consulados","cámara","partido social de unidad nacional - partido de la u","raul alberto leon laverde"
"403","consulados","cámara","partido social de unidad nacional - partido de la u","javier francisco urrea cuellar"
"401","consulados","cámara","partido cambio radical","julian  hoyos salcedo"
"402","consulados","cámara","partido cambio radical","jairo alfonso aguilar ocando"
"403","consulados","cámara","partido cambio radical","javier  grisales mejia"
"401","consulados","cámara","partido union patriotica - up","juan carlos villamizar alarcon"
"402","consulados","cámara","partido union patriotica - up","linconln miguel puerto barrera"
"403","consulados","cámara","partido union patriotica - up","liz johana rincon suarez"
"401","consulados","cámara","partido alianza social independiente - asi","francisco antonio bernier quintero"
"402","consulados","cámara","partido alianza social independiente - asi","yolanda  naranjo tamayo"
"403","consulados","cámara","partido alianza social independiente - asi","jenny margarita mansur camargo"
"401","consulados","cámara","partido alianza verde","rosa yolanda villavicencio mapy"
"402","consulados","cámara","partido alianza verde","carlos arturo angulo miret"
"403","consulados","cámara","partido alianza verde","manuel jose vives henriquez"
"401","consulados","cámara","partido liberal colombiano","norman dixon ortiz cano"
"402","consulados","cámara","partido liberal colombiano","yadir alexis rios uribe"
"403","consulados","cámara","partido liberal colombiano","juan carlos   tanus tuiran"
"401","consulados","cámara","movimiento de inclusion y oportunidades - mio","martin  ramirez cardona"
"402","consulados","cámara","movimiento de inclusion y oportunidades - mio","edwin conrado gil correa"
"403","consulados","cámara","movimiento de inclusion y oportunidades - mio","bernarda adriana rodriguez polania"
"401","consulados","cámara","partido polo democratico alternativo","viviana  viera giraldo"
"402","consulados","cámara","partido polo democratico alternativo","esteban  cancelado gomez"
"403","consulados","cámara","partido polo democratico alternativo","rafael adolfo bustamante araujo"
"101","cordoba","cámara","uribe centro democratico","natalia  betancur vanegas"
"103","cordoba","cámara","uribe centro democratico","luis eduardo hernandez arteaga"
"104","cordoba","cámara","uribe centro democratico","rosa emilia marchena anaya"
"105","cordoba","cámara","uribe centro democratico","luis fernando ortiz quintero"
"101","cordoba","cámara","movimiento mira","gloria del carmen rodriguez plaza"
"102","cordoba","cámara","movimiento mira","feder  francisco acevedo atencio"
"103","cordoba","cámara","movimiento mira","nayibe del carmen martinez  medina"
"104","cordoba","cámara","movimiento mira","eduin roberto bracamonte sierra"
"105","cordoba","cámara","movimiento mira","luis  eduardo garcia ramirez"
"101","cordoba","cámara","partido conservador colombiano","david alejandro barguil assis"
"102","cordoba","cámara","partido conservador colombiano","jose de los santos negrete florez"
"103","cordoba","cámara","partido conservador colombiano","ana luz anaya alvarez"
"104","cordoba","cámara","partido conservador colombiano","yenny patricia renteria negrete"
"105","cordoba","cámara","partido conservador colombiano","jose luis abdalla olivera"
"101","cordoba","cámara","partido social de unidad nacional - partido de la u","nicolas antonio jimenez paternina"
"102","cordoba","cámara","partido social de unidad nacional - partido de la u","ana lucia madrid hodeg"
"103","cordoba","cámara","partido social de unidad nacional - partido de la u","eduardo jose tous de la ossa"
"104","cordoba","cámara","partido social de unidad nacional - partido de la u","sara elena piedrahita lyons"
"105","cordoba","cámara","partido social de unidad nacional - partido de la u","raymundo elias mendez bechara"
"101","cordoba","cámara","partido alianza verde","alicia elena otero crespo"
"102","cordoba","cámara","partido alianza verde","manuel  francisco petro luna"
"103","cordoba","cámara","partido alianza verde","valentin  de la barrera barrios"
"104","cordoba","cámara","partido alianza verde","nicolas reinel picon barrera"
"101","cordoba","cámara","partido polo democratico alternativo","fabio fidel gomez ricardo"
"102","cordoba","cámara","partido polo democratico alternativo","isabel carmenza tavera martinez"
"103","cordoba","cámara","partido polo democratico alternativo","victor andres meza galvan"
"104","cordoba","cámara","partido polo democratico alternativo","numidia del carmen vega arroyo"
"105","cordoba","cámara","partido polo democratico alternativo","ramon jose barrios iriarte"
"101","cordoba","cámara","partido union patriotica - up","mariano jose guerra diaz"
"102","cordoba","cámara","partido union patriotica - up","liney del carmen paternina mendoza"
"101","cordoba","cámara","partido liberal colombiano","fabio raul amin saleme"
"102","cordoba","cámara","partido liberal colombiano","stella maris urango martinez"
"103","cordoba","cámara","partido liberal colombiano","ferney adel bertel rojas"
"104","cordoba","cámara","partido liberal colombiano","mario  atencio doria"
"105","cordoba","cámara","partido liberal colombiano","alba luz posada lerech"
"101","cordoba","cámara","partido alianza social independiente - asi","luis eduardo perez pastrana"
"204","cundinamarca","cámara indígena","movimiento alternativo indigena y social - mais","jose sebastian jansasoy"
"205","cundinamarca","cámara indígena","movimiento alternativo indigena y social - mais","victor  jacanamijoy jajoy"
"206","cundinamarca","cámara indígena","movimiento alternativo indigena y social - mais","rodolfo adan vega luquez"
"204","cundinamarca","cámara indígena","movimiento autoridades indigenas de colombia - aico","german bernardo carlosama lopez"
"205","cundinamarca","cámara indígena","movimiento autoridades indigenas de colombia - aico","richard humberto fuelantala delgado"
"206","cundinamarca","cámara indígena","movimiento autoridades indigenas de colombia - aico","jose ramon hurtado pillimue"
"204","cundinamarca","cámara indígena","via nueva","victoriano  piñacue achicue"
"204","cundinamarca","cámara indígena","movimiento unidad indigena y popular por colombia - muipc","hernando  hernandez tapasco"
"205","cundinamarca","cámara indígena","movimiento unidad indigena y popular por colombia - muipc","mario  mesa chindicue"
"206","cundinamarca","cámara indígena","movimiento unidad indigena y popular por colombia - muipc","leonardo  gañan gañan"
"204","cundinamarca","cámara indígena","renovacion etnica de colombia - raices","jesus agustin iguaran iguaran"
"204","cundinamarca","cámara indígena","asociacion de autoridades tradicionales indigenas - opic","alberto antonio florez marquez"
"204","cundinamarca","cámara indígena","asociacion de autoridades tradicionales y cabildos indigenas de colombia","lucio  chicunque sanchez"
"204","cundinamarca","cámara indígena","autoridades indigenas de medicina ancestral de colombia - aimac","marcelino  chindoy chicunque"
"205","cundinamarca","cámara indígena","autoridades indigenas de medicina ancestral de colombia - aimac","julio roberto galvis bulla"
"206","cundinamarca","cámara indígena","autoridades indigenas de medicina ancestral de colombia - aimac","pastora florinda tarapues cuaical"
"301","cundinamarca","cámara afro","fundacion forfuturo","rafael arturo barros  bonilla"
"302","cundinamarca","cámara afro","fundacion forfuturo","jose ivan ochoa gutierrez"
"303","cundinamarca","cámara afro","fundacion forfuturo","brenda  suley pai valencia"
"301","cundinamarca","cámara afro","asociacion de afro-descendientes del magdalena medio - afrodmam","isaac  jimenez vergara"
"302","cundinamarca","cámara afro","asociacion de afro-descendientes del magdalena medio - afrodmam","wilson  arias ardila"
"303","cundinamarca","cámara afro","asociacion de afro-descendientes del magdalena medio - afrodmam","edinson  galvan garcias"
"301","cundinamarca","cámara afro","fundacion para el progreso etnico caribeño de santa catalina de alejandria bolivar-funproesat-","wily  coneo salcedo"
"301","cundinamarca","cámara afro","corporacion poder ciudadano","diego alexander angulo marinez"
"302","cundinamarca","cámara afro","corporacion poder ciudadano","adil  jose melendez marquez"
"303","cundinamarca","cámara afro","corporacion poder ciudadano","harold  angulo vence"
"301","cundinamarca","cámara afro","asociacion regional de afrocolombianos la minga - afrominga","darge sigfredo solis peralta"
"302","cundinamarca","cámara afro","asociacion regional de afrocolombianos la minga - afrominga","edgar jose obando moncayo"
"303","cundinamarca","cámara afro","asociacion regional de afrocolombianos la minga - afrominga","francisco solano cuenu mancilla"
"301","cundinamarca","cámara afro","e.a.t. botica comunitaria del valle del cauca","william  mina vivas"
"301","cundinamarca","cámara afro","fundacion para el desarrollo la solidaridad y la integracion de las comunidades negras de colombia","jose david luna mosquera"
"302","cundinamarca","cámara afro","fundacion para el desarrollo la solidaridad y la integracion de las comunidades negras de colombia","angelica  asprilla palacios"
"301","cundinamarca","cámara afro","movimiento de inclusion y oportunidades - mio","heriberto  arrechea banguera"
"302","cundinamarca","cámara afro","movimiento de inclusion y oportunidades - mio","carlos hector caicedo balanta"
"303","cundinamarca","cámara afro","movimiento de inclusion y oportunidades - mio","ramon  palomeque pino"
"301","cundinamarca","cámara afro","corporacion vides y sus niches","edilberto  vides pereira"
"301","cundinamarca","cámara afro","si se puede","gamaliel  gamboa  lozano"
"302","cundinamarca","cámara afro","si se puede","fabio jesus lozano castillo"
"303","cundinamarca","cámara afro","si se puede","teresa  mosquera florez"
"301","cundinamarca","cámara afro","corporacion social e integral del pacifico - corposinpac","pedro enrique ferrin ordoñez"
"302","cundinamarca","cámara afro","corporacion social e integral del pacifico - corposinpac","ruben dario cifuentes garcia"
"303","cundinamarca","cámara afro","corporacion social e integral del pacifico - corposinpac","willington alfonso ortiz palacios"
"301","cundinamarca","cámara afro","asopra","paciano  asprilla arboleda"
"302","cundinamarca","cámara afro","asopra","pedro hernando gonzalez sevillano"
"303","cundinamarca","cámara afro","asopra","alejandro jose moreno arrieta"
"301","cundinamarca","cámara afro","corporacion afroetnicos","alfonso  pedrozo ayala"
"302","cundinamarca","cámara afro","corporacion afroetnicos","jose aron casas beitar"
"301","cundinamarca","cámara afro","unete centro democratico ucd","oscar  zuñiga bonilla"
"302","cundinamarca","cámara afro","unete centro democratico ucd","leliz  loango alegria"
"303","cundinamarca","cámara afro","unete centro democratico ucd","marcelino  valencia sanchez"
"101","cundinamarca","cámara","uribe centro democratico","ruben dario molano piñeros"
"102","cundinamarca","cámara","uribe centro democratico","felix eduardo guerrero orejuela"
"103","cundinamarca","cámara","uribe centro democratico","hector alfonso vera almanza"
"104","cundinamarca","cámara","uribe centro democratico","hilda  gutierrez"
"105","cundinamarca","cámara","uribe centro democratico","bernardo  olaya triana"
"106","cundinamarca","cámara","uribe centro democratico","maria isabel giraldo diaz"
"107","cundinamarca","cámara","uribe centro democratico","fanny janneth cifuentes rivera"
"101","cundinamarca","cámara","movimiento mira","jose joaquin guzman paez"
"102","cundinamarca","cámara","movimiento mira","luz marina lopera peña"
"103","cundinamarca","cámara","movimiento mira","juan antonio murcia ocampo"
"104","cundinamarca","cámara","movimiento mira","doris rocio rodriguez prado"
"105","cundinamarca","cámara","movimiento mira","augusto  chivara romero"
"106","cundinamarca","cámara","movimiento mira","maria del rosario maldonado robayo"
"107","cundinamarca","cámara","movimiento mira","eufemia  martinez guzman"
"101","cundinamarca","cámara","partido conservador colombiano","orlando alfonso clavijo clavijo"
"102","cundinamarca","cámara","partido conservador colombiano","buenaventura  leon leon"
"103","cundinamarca","cámara","partido conservador colombiano","esperanza  lozano mosquera"
"104","cundinamarca","cámara","partido conservador colombiano","jorge emilio montoya goyeneche"
"105","cundinamarca","cámara","partido conservador colombiano","lined yurani rey herrera"
"106","cundinamarca","cámara","partido conservador colombiano","yurany marcela ramirez avila"
"107","cundinamarca","cámara","partido conservador colombiano","hernan humberto garzon rodriguez"
"101","cundinamarca","cámara","partido polo democratico alternativo","juan francisco pinzon pinzon"
"102","cundinamarca","cámara","partido polo democratico alternativo","luz america ardila cortes"
"103","cundinamarca","cámara","partido polo democratico alternativo","carmen cecilia torres hernandez"
"104","cundinamarca","cámara","partido polo democratico alternativo","carlos alonso solano"
"105","cundinamarca","cámara","partido polo democratico alternativo","gerardo humberto rivera grajales"
"106","cundinamarca","cámara","partido polo democratico alternativo","carlos francisco medina"
"101","cundinamarca","cámara","partido union patriotica - up","nelson  viloria larios"
"102","cundinamarca","cámara","partido union patriotica - up","harut beatriz fuentes perez"
"103","cundinamarca","cámara","partido union patriotica - up","patricia helena rodriguez de piñeros"
"104","cundinamarca","cámara","partido union patriotica - up","wilson  vanegas rivera"
"101","cundinamarca","cámara","partido social de unidad nacional - partido de la u","jose edilberto caicedo sastoque"
"102","cundinamarca","cámara","partido social de unidad nacional - partido de la u","fabiola  jacome rincon"
"103","cundinamarca","cámara","partido social de unidad nacional - partido de la u","liliana maria navarro ardila"
"104","cundinamarca","cámara","partido social de unidad nacional - partido de la u","alfredo guillermo molina triana"
"105","cundinamarca","cámara","partido social de unidad nacional - partido de la u","alvaro  bernal parra"
"106","cundinamarca","cámara","partido social de unidad nacional - partido de la u","hugo  barajas correa"
"107","cundinamarca","cámara","partido social de unidad nacional - partido de la u","gloria liliana rodriguez valencia"
"101","cundinamarca","cámara","partido liberal colombiano","oscar hernan sanchez leon"
"102","cundinamarca","cámara","partido liberal colombiano","luis carlos aparicio concha"
"103","cundinamarca","cámara","partido liberal colombiano","gonzalo  guzman naranjo"
"104","cundinamarca","cámara","partido liberal colombiano","katerine  castellanos forigua"
"105","cundinamarca","cámara","partido liberal colombiano","marlen  bernal escobar"
"106","cundinamarca","cámara","partido liberal colombiano","luz marina velasquez gomez"
"107","cundinamarca","cámara","partido liberal colombiano","rodolfo  serrano monroy"
"101","cundinamarca","cámara","partido alianza verde","jose mauricio mora rodriguez"
"102","cundinamarca","cámara","partido alianza verde","jesus ernesto mendoza vargas"
"103","cundinamarca","cámara","partido alianza verde","monica eliana velasco olarte"
"104","cundinamarca","cámara","partido alianza verde","pablo alfonso carrizosa de narvaez"
"105","cundinamarca","cámara","partido alianza verde","jose gregorio hernandez jara"
"106","cundinamarca","cámara","partido alianza verde","maria helena zarate zarate"
"107","cundinamarca","cámara","partido alianza verde","katherine  gomez rojas"
"101","cundinamarca","cámara","partido cambio radical","jorge enrique rozo rodriguez"
"102","cundinamarca","cámara","partido cambio radical","gloria betty zorro africano"
"103","cundinamarca","cámara","partido cambio radical","javier antonio garzon rodriguez"
"104","cundinamarca","cámara","partido cambio radical","maria magdalena albarracin"
"105","cundinamarca","cámara","partido cambio radical","alfonso jose martinez salazar"
"106","cundinamarca","cámara","partido cambio radical","brigitte erlyng leal matallana"
"107","cundinamarca","cámara","partido cambio radical","jorge emilio rey angel"
"101","cundinamarca","cámara","partido alianza social independiente - asi","emir tadeo fresneda castiblanco"
"102","cundinamarca","cámara","partido alianza social independiente - asi","waldina  torres martinez"
"103","cundinamarca","cámara","partido alianza social independiente - asi","yury  frasser acevedo"
"105","cundinamarca","cámara","partido alianza social independiente - asi","juan manuel gonzalez gutierrez de piñeres"
"106","cundinamarca","cámara","partido alianza social independiente - asi","elsa griselda rojas valbuena"
"107","cundinamarca","cámara","partido alianza social independiente - asi","william gerardo garzon garzon"
"201","cundinamarca","senado indígena","cabildo del resguardo de calderas","jesus enrique piñacue achicue"
"202","cundinamarca","senado indígena","cabildo del resguardo de calderas","carmen  ulcue menza"
"201","cundinamarca","senado indígena","movimiento autoridades indigenas de colombia - aico","manuel bitervo palchucan chingal"
"202","cundinamarca","senado indígena","movimiento autoridades indigenas de colombia - aico","luis humberto cuaspud peregueza"
"203","cundinamarca","senado indígena","movimiento autoridades indigenas de colombia - aico","lot usiel villazon arias"
"201","cundinamarca","senado indígena","partido alianza social independiente - asi","marco anibal avirama avirama"
"202","cundinamarca","senado indígena","partido alianza social independiente - asi","antonio martin almazo acosta"
"203","cundinamarca","senado indígena","partido alianza social independiente - asi","hernando  chindoy  chindoy"
"201","cundinamarca","senado indígena","organizacion de los pueblos indigenas de la amazonia colombiana-opiac","julio cesar estrada cordero"
"202","cundinamarca","senado indígena","organizacion de los pueblos indigenas de la amazonia colombiana-opiac","ati  quigua"
"203","cundinamarca","senado indígena","organizacion de los pueblos indigenas de la amazonia colombiana-opiac","gilberto   montaño quintero"
"201","cundinamarca","senado indígena","movimiento alternativo indigena y social - mais","luis evelis andrade casama"
"202","cundinamarca","senado indígena","movimiento alternativo indigena y social - mais","rosa  iguaran epieyu"
"203","cundinamarca","senado indígena","movimiento alternativo indigena y social - mais","jesus javier chavez yondapiz"
"201","cundinamarca","senado indígena","multietnia colombia","yuris mijailoth uriana ipuana"
"202","cundinamarca","senado indígena","multietnia colombia","william  niaza ciacama"
"203","cundinamarca","senado indígena","multietnia colombia","casimiro  cabrera rodriguez"
"201","cundinamarca","senado indígena","renovacion etnica de colombia - raices","harol  ismare guatico"
"202","cundinamarca","senado indígena","renovacion etnica de colombia - raices","fernando  cardozo sogamoso"
"203","cundinamarca","senado indígena","renovacion etnica de colombia - raices","victoriano  tola cardozo"
"201","cundinamarca","senado indígena","asociacion de autoridades tradicionales y cabildos indigenas de colombia","orlando  yonda copaque"
"201","cundinamarca","senado indígena","asociacion nacional indigena de colombia - anic","andres  agreda chicunque"
"202","cundinamarca","senado indígena","asociacion nacional indigena de colombia - anic","maria clementina jamioy miticanoy"
"203","cundinamarca","senado indígena","asociacion nacional indigena de colombia - anic","jhon jairo alfonso"
"201","cundinamarca","senado indígena","asociacion de autoridades tradicionales indigenas - opic","wilmer ramon daza ariza"
"202","cundinamarca","senado indígena","asociacion de autoridades tradicionales indigenas - opic","ana silvia secue pequi"
"1","cundinamarca","senado","uribe centro democratico","alvaro  uribe velez"
"2","cundinamarca","senado","uribe centro democratico","maria del rosario guerra de la espriella"
"3","cundinamarca","senado","uribe centro democratico","paloma susana valencia laserna"
"4","cundinamarca","senado","uribe centro democratico","ana mercedes gomez martinaz"
"5","cundinamarca","senado","uribe centro democratico","susana  correa borrero"
"6","cundinamarca","senado","uribe centro democratico","alfredo  rangel suarez"
"7","cundinamarca","senado","uribe centro democratico","ivan  duque marquez"
"8","cundinamarca","senado","uribe centro democratico","fernando nicolas araujo rumie"
"9","cundinamarca","senado","uribe centro democratico","jose obdulio gaviria velez"
"10","cundinamarca","senado","uribe centro democratico","orlando  castañeda serrano"
"11","cundinamarca","senado","uribe centro democratico","daniel alberto cabrales castillo"
"12","cundinamarca","senado","uribe centro democratico","everth  bustamante garcia"
"13","cundinamarca","senado","uribe centro democratico","alfredo  ramos maya"
"14","cundinamarca","senado","uribe centro democratico","jaime alejandro amin hernandez"
"15","cundinamarca","senado","uribe centro democratico","ernesto  macias tovar"
"16","cundinamarca","senado","uribe centro democratico","ruby thania vega de plazas"
"17","cundinamarca","senado","uribe centro democratico","carlos felipe mejia mejia"
"18","cundinamarca","senado","uribe centro democratico","paola andrea holguin moreno"
"19","cundinamarca","senado","uribe centro democratico","nohora stella tovar rey"
"20","cundinamarca","senado","uribe centro democratico","honorio miguel henriquez pinedo"
"21","cundinamarca","senado","uribe centro democratico","leon rigoberto baron neira"
"22","cundinamarca","senado","uribe centro democratico","luis fernando caicedo lince"
"23","cundinamarca","senado","uribe centro democratico","faruk  urrutia jalilie"
"24","cundinamarca","senado","uribe centro democratico","juan  hurtado cano"
"25","cundinamarca","senado","uribe centro democratico","zaida del carmen barrero cuervo"
"26","cundinamarca","senado","uribe centro democratico","juan carlos lopez builes"
"27","cundinamarca","senado","uribe centro democratico","gabriel  burgos mantilla"
"28","cundinamarca","senado","uribe centro democratico","sonia lucia navia de mosquera"
"29","cundinamarca","senado","uribe centro democratico","milla patricia romero soto"
"30","cundinamarca","senado","uribe centro democratico","carolina  holguin tafur"
"31","cundinamarca","senado","uribe centro democratico","janet antonia archbold howard"
"32","cundinamarca","senado","uribe centro democratico","gabriel ernesto arango bacci"
"33","cundinamarca","senado","uribe centro democratico","dario  blandon caicedo"
"34","cundinamarca","senado","uribe centro democratico","italo  garcia jara"
"35","cundinamarca","senado","uribe centro democratico","viviana  manrique zuluaga"
"36","cundinamarca","senado","uribe centro democratico","luis oswaldo parada prieto"
"37","cundinamarca","senado","uribe centro democratico","jesus angel quintero mazenett"
"38","cundinamarca","senado","uribe centro democratico","carolina  villegas  de nubila"
"39","cundinamarca","senado","uribe centro democratico","maria del pilar garcia arizabaleta"
"40","cundinamarca","senado","uribe centro democratico","martha lucia vasquez zawadzky"
"41","cundinamarca","senado","uribe centro democratico","daniel andres palacios martinez"
"42","cundinamarca","senado","uribe centro democratico","jaime alberto sarria luna"
"43","cundinamarca","senado","uribe centro democratico","mery  becerra gomez"
